,budget,genres,popularity,production_companies,revenue,runtime,cast,crew,vote_count,vote weight,vote_average
3230,0.0,24.229433601180254,5.897479,12.377419354838711,188126.0,98.0,83.11166666666668,6.25,100.0,670.0,6.7
3231,10000000.0,18.66506230073678,1.465762,4.3,0.0,122.0,30.811666666666667,17.2,7.0,30.099999999999998,4.3
3232,8000000.0,12.427179952411155,121.463076,20.44726631393298,213928762.0,154.0,396.1371218023837,96.21906676656677,8428.0,69952.40000000001,8.3
3233,0.0,18.154572655174896,10.639916,13.8,76657000.0,97.0,221.19755411255412,26.2,164.0,1148.0,7.0
3234,8500000.0,18.887191106900822,89.095538,12.811111111111112,38697217.0,117.0,202.0605137844611,158.78936507936504,3395.0,25802.0,7.6
3235,8500000.0,11.750127794564964,2.62082,17.051923076923075,5001655.0,104.0,56.47142857142857,99.52461538461536,107.0,545.6999999999999,5.1
3236,8200000.0,25.12187204784019,37.960289,20.987562189054728,286214286.0,174.0,151.31000000000003,57.074999999999996,941.0,6963.400000000001,7.4
3237,8000000.0,18.257822042044193,21.735068,6.282905982905982,69821334.0,111.0,81.13481481481479,25.15355355355355,321.0,1958.1,6.1
3238,8000000.0,12.417744582857447,14.793176999999998,20.001923076923077,100523181.0,102.0,182.52658962662795,135.82892246642248,1686.0,12645.0,7.5
3239,8000000.0,12.771756120932624,51.109279,29.442346938775515,52287414.0,89.0,110.53475232621783,41.36907894736843,1522.0,11871.6,7.8
3240,5000000.0,17.97916414428792,45.490374,14.088888888888889,82719885.0,113.0,149.46299357674104,27.234415584415586,1777.0,12616.699999999999,7.1
3241,0.0,6.460011154489665,3.804597,0.0,0.0,95.0,28.25,4.8,75.0,360.0,4.8
3242,8000000.0,12.771756120932624,26.356697,13.054088050314466,43000000.0,111.0,316.07742521367504,69.41538461538461,561.0,4039.2000000000003,7.2
3243,8000000.0,12.178432729067094,3.501158,0.0,27362712.0,109.0,145.8327988215488,6.75,31.0,217.0,7.0
